Clinical_Skill_临床技能,#genre#

Anaesthesia 麻醉学,#genre#
Bag_Mask_Ventilation,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/e0560951-17b7-4ae9-898a-af1c007f7d33/7c3b2b44-fb65-409e-aa6d-af1c007f7d3e-462d385f-98a3-4250-a5bc-af1c008316eb.hls/master.m3u8?InvocationID=9c2b07af-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=8f85c414-3f74-45e4-895f-af1c007f7d93&ServerName=lecturecapture.hku.hk
1._Sizing_and_insertion_of_oropharyngeal_(guedul)_or_nasopharyngeal_airway,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/8fe0c632-5424-4ccd-95fe-af1c008749c6/24730474-3152-4f5a-ae1a-af1c008749d0-322e83af-be7c-4047-8758-af1c0087abe9.hls/master.m3u8?InvocationID=c6a352b8-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=0536cd52-0eb6-4765-9b20-af1c00874a45&ServerName=lecturecapture.hku.hk
2._Triple_manoeuvre,_sizing_of_face_mask_&_bag_mask_ventilation,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/40abc643-5d6c-4cf4-822d-af1c0087816f/962f0750-515c-47c1-adf9-af1c00878179-217508b2-96fa-46ef-a5c6-af1c00881142.hls/master.m3u8?InvocationID=c5a352b8-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=a113fa1c-a2e3-4d45-8e4c-af1c008781ba&ServerName=lecturecapture.hku.hk
3._Direct_laryngoscopy_and_intubation,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/7ae00644-6b05-4425-a734-af1c00878e89/48e1160b-028a-4818-9a46-af1c00878e93-f7e0e669-4586-4ee2-a669-af1c00881601.hls/master.m3u8?InvocationID=c4a352b8-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=62022064-dde6-47ee-bf14-af1c00878ee2&ServerName=lecturecapture.hku.hk
Introduction_to_OT_Etiquette,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/c693eb1a-c9d6-4cf5-bfeb-af1c008fe269/b20479c8-e7e9-4cfa-867d-af1c008fe272-bb987406-89f5-4b3f-b8e6-af1c0090647f.hls/master.m3u8?InvocationID=230bf9c6-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=3a96a49b-5c8b-44b2-9ef5-af1c008fe2bd&ServerName=lecturecapture.hku.hk
IV_Cannulation,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/51f83b98-d5e1-4db1-9b78-af1c009162e9/750fbcbd-23a7-4c09-9502-af1c009162f3-0dbbc003-d9c2-4611-bd3e-af1c00920079.hls/master.m3u8?InvocationID=250bf9c6-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=e318c599-2775-4066-9fd9-af1c00916347&ServerName=lecturecapture.hku.hk

Cardiovascular 心血管,#genre#
Blood_pressure_measurement,https://lecturecapture.hku.hk/Panopto/Content/Sessions14/7dcba77d-e7a3-4ebd-a3cf-b08400403c1b/261f19ab-81de-4ebf-aa6a-b08400403c29-3ba1a395-f904-41f6-b21b-b0840041ef8a.hls/master.m3u8?InvocationID=935930d4-284f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=2e42ed19-fb34-43e5-ab09-b08400403cde&ServerName=lecturecapture.hku.hk
How_to_preform_an_ECG,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/e035d2f6-ff63-4ff9-aa70-af1c0091d5e9/fa11f630-e6e5-426d-803b-af1c0091d5f2-4e805249-43dc-4cf7-b3d6-af1c009220e6.hls/master.m3u8?InvocationID=1a3b693c-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=de56f5d3-0eb5-4654-b6fc-af1c0091d65a&ServerName=lecturecapture.hku.hk
Examination_of_jugular_venous_pressure,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/271fdef9-ffac-4006-92ff-af1c00940733/681e730d-840d-4860-a8d9-af1c0094073c-b0d216b0-1869-4389-8400-af1c009446c8.hls/master.m3u8?InvocationID=e4c22446-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=2c842829-bb30-430f-9516-af1c00940795&ServerName=lecturecapture.hku.hk
Examination_of_peripheral_pulses,https://lecturecapture.hku.hk/Panopto/Content/Sessions14/8088b56e-fc49-4607-816f-b0840048908c/11dcbb4d-fcfc-403d-8701-b08400489096-c6253dac-a572-4c86-a4b6-b084004a2932.hls/master.m3u8?InvocationID=9c90544c-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=0612c489-6295-4d8d-8b0e-b08400489134&ServerName=lecturecapture.hku.hk
Examination_of_pulses_Carotid_pulse,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/537ea7e6-8449-456a-8147-af1c009735ed/4e80bc43-8881-4be8-9c4b-af1c009735f7-66bb1a2d-3425-4a9d-83a2-af1c00976b29.hls/master.m3u8?InvocationID=e3be6854-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=2994efd0-a1a2-462a-8357-af1c00973646&ServerName=lecturecapture.hku.hk
Examination_of_pulses_Radial_pulse,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/d9b255f4-c0cf-4478-b334-af1c0098e38d/db4d435f-8d7b-4203-9015-af1c0098e396-50cac3bb-f8f5-40d8-abd5-af1c009933c9.hls/master.m3u8?InvocationID=b611d15c-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=c9382066-734d-411b-8dc9-af1c0098e41e&ServerName=lecturecapture.hku.hk
Examination_of_the_CVS_-_1,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/67134f5c-ccf9-4173-9183-af1d00273f0d/c641a508-34ba-4df9-b6d8-af1d00273f16-58986400-9622-4537-8629-af1d00277693.hls/master.m3u8?InvocationID=bef80463-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=8aa7c336-6d99-434b-8570-af1d00273f62&ServerName=lecturecapture.hku.hk
Examination_of_the_CVS_-_2,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/12707249-cb39-4ef0-8275-af1d0027c9a1/a5b5851b-8f3d-40d7-9b09-af1d0027c9ab-b29a9d9d-b38d-4305-8cfa-af1d0027fc53.hls/master.m3u8?InvocationID=9219f769-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=a1c52c60-bee1-4864-8105-af1d0027c9f6&ServerName=lecturecapture.hku.hk
Introduction_to_Examination_of_the_Cardiovascular_System,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/cb83a229-ad42-4fc3-9c8f-af1d00289e96/391317c2-4f7c-4d12-b46e-af1d00289e9a-f64ef664-0604-4122-a087-af1d0028ceae.hls/master.m3u8?InvocationID=9419f769-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=d5595b36-a4d3-48fb-8a03-af1d00289ef3&ServerName=lecturecapture.hku.hk
Precordial_examination_-_Part_1,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/87f406f2-c3ce-49db-b023-af1d00296863/d9fc522b-b428-4fe8-b6c8-af1d0029686c-80616bd0-2306-4d88-a86a-af1d0029b16b.hls/master.m3u8?InvocationID=17083f77-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=2a359c53-a69a-49ab-aea7-af1d002968b7&ServerName=lecturecapture.hku.hk
Precordial_examination_-_Part_2,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/a3be2d83-be6f-4001-8d16-af1d002aa574/96c1d513-118b-4281-bc36-af1d002aa57d-acb5aaea-00f1-460f-bd0d-af1d002afaf6.hls/master.m3u8?InvocationID=19083f77-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=389b924f-51b1-4959-bedc-af1d002aa5c8&ServerName=lecturecapture.hku.hk

Endocrinology 内分泌学,#genre#
Acromegaly_-_Part1,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/fab841de-1db7-4cc3-b8ae-af1d004629b8/78fcefcc-1e34-4960-842a-af1d004629bd-9dc2c59e-19f2-47b6-919b-af1d00570340.hls/master.m3u8?InvocationID=391ec982-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=66941b8d-f372-476c-b4f8-af1d00462a08&ServerName=lecturecapture.hku.hk
Acromegaly_-_Part2,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/b5ae8303-9a18-4d00-83b0-af1d0040824e/f5d15a6d-ef18-4e65-abeb-af1d00408257-0b61874b-36db-48e1-865a-af1d00414cd6.hls/master.m3u8?InvocationID=3a1ec982-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=99125444-00f8-49cb-8dfd-af1d004082a2&ServerName=lecturecapture.hku.hk
Hypothyroidism_-_Part1,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/a99238ab-686b-47b1-b855-af1d00420c87/7f7cc4d8-c09c-4761-b886-af1d00420c90-f95867e0-6749-4555-8b63-af1d0047d095.hls/master.m3u8?InvocationID=ad8b858b-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=263a03ae-d6a1-4d09-9821-af1d00420cdb&ServerName=lecturecapture.hku.hk
Hypothyroidism_-_Part2,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/a65fd2f9-fc4f-4864-87c9-af1d00420c5d/2c72eb63-49cc-4b14-9a93-af1d00420c66-f960935c-196e-4af8-a566-af1d0047e838.hls/master.m3u8?InvocationID=ae8b858b-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=3acd7efb-a526-45a7-8a0e-af1d00420cc4&ServerName=lecturecapture.hku.hk
Surgery_-_Thyroid_and_neck_examination,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/b67e7943-bcd9-4a72-b039-af3800990327/e7e56dc9-0c0c-4be4-8103-af3800990331-6a89c306-884c-4d70-a485-af1d004990f5.hls/master.m3u8?InvocationID=ac6ab494-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=7bd9e6f6-6541-4393-bb41-af3800990336&ServerName=lecturecapture.hku.hk

ENT耳鼻喉科 (Ear, Nose, and Throat) ,#genre#
Ear_Examination,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/e57b9403-5e78-4d54-b0af-af1d00306306/36bf1d76-b616-498a-b3ee-af1d00306310-7cc4518d-19b0-49ef-9e3c-af1d0030a81d.hls/master.m3u8?InvocationID=824d5b9b-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=26de080c-b323-4a15-b370-af1d00306372&ServerName=lecturecapture.hku.hk
Nose_Examination,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/02499ce5-e908-4e76-8b15-af1d0030fdf3/03b8017b-48bf-445f-bdab-af1d0030fdfc-cba16405-2961-44b3-af54-af1d00313e49.hls/master.m3u8?InvocationID=834d5b9b-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=ae69169f-52cc-4f2e-a60e-af1d0030fe51&ServerName=lecturecapture.hku.hk
Throat_Examination,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/e23e2a08-06d8-4985-b75f-af1d00317b23/7aeafff3-506d-43f0-be98-af1d00317b2c-1cdf805a-e4db-48be-ba52-af1d0031b483.hls/master.m3u8?InvocationID=ddeb0da7-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=d5056c54-ba4d-4bd3-857f-af1d00317b85&ServerName=lecturecapture.hku.hk

Gastrointestinal 胃肠道,#genre#
Surgery_-_Rubber_Band_Ligation_of_Haemorrhoids,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/e4aa0889-50b9-4e51-a7f1-af3800996008/b053ec04-d754-43c8-a0e0-af380099600c-a30e22ef-e039-4b06-ad10-af1d00f87a56.hls/master.m3u8?InvocationID=eff684b2-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=dfcfa809-bce4-4589-85e6-af380099600c&ServerName=lecturecapture.hku.hk
Surgery_-_Digital_Rectal_Examination,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/e5952e81-d2ac-4b49-95d4-af380099660d/8e4fab51-fe2f-4e9e-b3db-af3800996611-01b04c94-e5d6-49a1-b243-af1d00f844fa.hls/master.m3u8?InvocationID=ed1495b8-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=dee4648e-8f9c-4b06-87d9-af3800996611&ServerName=lecturecapture.hku.hk
Medicine_GI(7)_-_Auscultation_of_the_Abdomen,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/5f21966b-ece1-4d72-ba3c-af1d007cc808/cf908a59-79b3-4456-83e3-af1d007cc811-b6ae6ec6-4031-441b-bc29-af1d00ddf19b.hls/master.m3u8?InvocationID=ee1495b8-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=f487cac7-6939-4816-b9a3-af1d007cc86a&ServerName=lecturecapture.hku.hk
Medicine_GI(6)_-_Percussion_of_the_Abdomen,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/4186af4d-1672-4068-9666-af1d007cc199/4fe4f368-f7d5-44c7-a2c4-af1d007cc19e-cbd90d4f-71ae-4735-8f05-af1d00dea534.hls/master.m3u8?InvocationID=4943b3c1-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=e86b6769-b7f9-43ad-b3ba-af1d007cc1f2&ServerName=lecturecapture.hku.hk
Medicine_GI(5)_-_Palpation_of_the_Spleen_and_Kidneys,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/f5f805c0-a922-4811-9f33-af1d007cc02b/6fc5e2f0-ecc0-46a6-9030-af1d007cc035-ac7c96ee-d3e0-424c-bd85-af1d00f7e962.hls/master.m3u8?InvocationID=d18e08c8-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=1263aa35-4d4c-439a-a090-af1d007cc084&ServerName=lecturecapture.hku.hk
Medicine_GI(1)_-_Introduction_to_the_Examination_of_the_gastro-intestinal_system,https://lecturecapture.hku.hk/Panopto/Content/Sessions12/1d8daca2-7c2c-4ff4-8f7b-af1d007cbb5a/56f2124a-b038-4f5a-80e2-af1d007cbb64-fbfa0d10-4d71-4d3d-82b9-af1d00dc5b4a.hls/master.m3u8?InvocationID=5043e1ee-294f-ef11-9142-0050568350f8&tid=00000000-0000-0000-0000-000000000000&StreamID=9c6f6cdc-8118-4f8b-9684-af1d007cbbaf&ServerName=lecturecapture.hku.hk
